# Observation File: observation_column_all.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: water content [mol]
# Region: subsurface domain
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Functional: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow water content [mol]
# Region: surface domain
# Functional: extensive integral
# Variable: snow-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: evaporation [m s^-1]
# Region: surface domain
# Functional: average
# Variable: surface-evaporative_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface-subsurface flux [mol s^-1]
# Region: surface domain
# Functional: average
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: precipitation rain [m s^-1]
# Region: surface domain
# Functional: average
# Variable: surface-precipitation_rain
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: precipitation snow [m s^-1]
# Region: surface domain
# Functional: average
# Variable: snow-precipitation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: molar density liquid [mol m^-3]
# Region: surface domain
# Functional: average
# Variable: surface-molar_density_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface area [m^2]
# Region: surface domain
# Functional: extensive integral
# Variable: surface-cell_volume
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow melt [m s^-1]
# Region: surface domain
# Functional: average
# Variable: snow-melt
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface temperature [K]
# Region: surface domain
# Functional: average
# Variable: surface-temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: thaw depth [m]
# Region: surface domain
# Functional: average
# Variable: surface-thaw_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: water table depth [m]
# Region: surface domain
# Functional: average
# Variable: surface-water_table
# Number of Vectors: 1
# =============================================================================
"time [d]","water content [mol]","surface water content [mol]","snow water content [mol]","evaporation [m s^-1]","surface-subsurface flux [mol s^-1]","precipitation rain [m s^-1]","precipitation snow [m s^-1]","molar density liquid [mol m^-3]","surface area [m^2]","snow melt [m s^-1]","surface temperature [K]","thaw depth [m]","water table depth [m]"
1.400000000000e+01,2.767456016336e+11,0.000000000000e+00,6.901130782391e+08,-6.278589582297e-05,0.000000000000e+00,0.000000000000e+00,4.568750000000e-03,5.544299385933e+04,2.688002413326e+05,0.000000000000e+00,2.651131105539e+02,0.000000000000e+00,4.000000000000e+01
1.500000000000e+01,2.767456016336e+11,0.000000000000e+00,7.361858775341e+08,-8.116201838716e-05,0.000000000000e+00,0.000000000000e+00,3.011523437500e-03,5.544165679644e+04,2.688002413326e+05,0.000000000000e+00,2.650149455515e+02,0.000000000000e+00,4.000000000000e+01
1.600000000000e+01,2.767456016336e+11,0.000000000000e+00,7.375224430102e+08,-9.224022956573e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.543879544399e+04,2.688002413326e+05,0.000000000000e+00,2.648087043155e+02,0.000000000000e+00,4.000000000000e+01
1.700000000000e+01,2.767456016336e+11,0.000000000000e+00,7.480152373939e+08,-1.026842256727e-04,0.000000000000e+00,0.000000000000e+00,6.040896606445e-04,5.543586687862e+04,2.688002413326e+05,0.000000000000e+00,2.646027863914e+02,0.000000000000e+00,4.000000000000e+01
1.800000000000e+01,2.767456016336e+11,0.000000000000e+00,7.541888155751e+08,-1.046380464303e-04,0.000000000000e+00,0.000000000000e+00,3.112063407898e-04,5.543418338421e+04,2.688002413326e+05,0.000000000000e+00,2.644866245645e+02,0.000000000000e+00,4.000000000000e+01
1.900000000000e+01,2.767456016336e+11,0.000000000000e+00,7.641828183452e+08,-9.877736160150e-05,0.000000000000e+00,0.000000000000e+00,5.723963451385e-04,5.543367762478e+04,2.688002413326e+05,0.000000000000e+00,2.644519965330e+02,0.000000000000e+00,4.000000000000e+01
2.000000000000e+01,2.767456016336e+11,0.000000000000e+00,8.086221933625e+08,-9.200344963482e-05,0.000000000000e+00,0.000000000000e+00,2.890234375000e-03,5.543383408508e+04,2.688002413326e+05,0.000000000000e+00,2.644626487339e+02,0.000000000000e+00,4.000000000000e+01
2.100000000000e+01,2.767456016336e+11,0.000000000000e+00,8.388785913745e+08,-9.768203384643e-05,0.000000000000e+00,0.000000000000e+00,1.932493133545e-03,5.543419829792e+04,2.688002413326e+05,0.000000000000e+00,2.644875523685e+02,0.000000000000e+00,4.000000000000e+01
2.200000000000e+01,2.767456016336e+11,0.000000000000e+00,8.409957985957e+08,-1.098362802189e-04,0.000000000000e+00,0.000000000000e+00,3.257407784462e-05,5.543388205196e+04,2.688002413326e+05,0.000000000000e+00,2.644658859622e+02,0.000000000000e+00,4.000000000000e+01
2.300000000000e+01,2.767456016336e+11,0.000000000000e+00,8.428884091695e+08,-1.189831090555e-04,0.000000000000e+00,0.000000000000e+00,7.599098719656e-06,5.543430659359e+04,2.688002413326e+05,0.000000000000e+00,2.644949060980e+02,0.000000000000e+00,4.000000000000e+01
2.400000000000e+01,2.767456016336e+11,0.000000000000e+00,8.449995879178e+08,-1.087607695298e-04,0.000000000000e+00,0.000000000000e+00,3.280407871120e-05,5.543442175478e+04,2.688002413326e+05,0.000000000000e+00,2.645027652799e+02,0.000000000000e+00,4.000000000000e+01
2.500000000000e+01,2.767456016336e+11,0.000000000000e+00,8.535633214543e+08,-8.678307831515e-05,0.000000000000e+00,0.000000000000e+00,4.884802146535e-04,5.543389324654e+04,2.688002413326e+05,0.000000000000e+00,2.644665325069e+02,0.000000000000e+00,4.000000000000e+01
2.600000000000e+01,2.767456016336e+11,0.000000000000e+00,8.567238415593e+08,-6.314825685951e-05,0.000000000000e+00,0.000000000000e+00,1.511143470649e-04,5.543181430762e+04,2.688002413326e+05,0.000000000000e+00,2.643255812866e+02,0.000000000000e+00,4.000000000000e+01
2.700000000000e+01,2.767456016336e+11,0.000000000000e+00,8.611251230871e+08,-6.992655605771e-05,0.000000000000e+00,0.000000000000e+00,2.280407871120e-04,5.542933878917e+04,2.688002413326e+05,0.000000000000e+00,2.641606940087e+02,0.000000000000e+00,4.000000000000e+01
2.800000000000e+01,2.767456016336e+11,0.000000000000e+00,8.647532115912e+08,-5.238878970837e-05,0.000000000000e+00,0.000000000000e+00,1.935809660144e-04,5.542698599534e+04,2.688002413326e+05,0.000000000000e+00,2.640068065979e+02,0.000000000000e+00,4.000000000000e+01
2.900000000000e+01,2.767456016336e+11,0.000000000000e+00,8.665559939089e+08,-2.490434518062e-05,0.000000000000e+00,0.000000000000e+00,9.918912343681e-05,5.542404013213e+04,2.688002413326e+05,0.000000000000e+00,2.638178423230e+02,0.000000000000e+00,4.000000000000e+01
3.000000000000e+01,2.767456016336e+11,0.000000000000e+00,8.670447931283e+08,-1.808761901114e-05,0.000000000000e+00,0.000000000000e+00,1.918912343681e-05,5.541978654470e+04,2.688002413326e+05,0.000000000000e+00,2.635518588511e+02,0.000000000000e+00,4.000000000000e+01
3.100000000000e+01,2.767456016336e+11,0.000000000000e+00,9.053581993090e+08,-1.764119595880e-05,0.000000000000e+00,0.000000000000e+00,2.556963258202e-03,5.541733229486e+04,2.688002413326e+05,0.000000000000e+00,2.634018534036e+02,0.000000000000e+00,4.000000000000e+01
3.200000000000e+01,2.767456016336e+11,0.000000000000e+00,9.303100887739e+08,-2.044647000900e-05,0.000000000000e+00,0.000000000000e+00,1.655552630655e-03,5.541649757136e+04,2.688002413326e+05,0.000000000000e+00,2.633513594610e+02,0.000000000000e+00,4.000000000000e+01
3.300000000000e+01,2.767456016336e+11,0.000000000000e+00,9.531399039932e+08,-2.077095599381e-05,0.000000000000e+00,0.000000000000e+00,1.509997877234e-03,5.541809835020e+04,2.688002413326e+05,0.000000000000e+00,2.634483207451e+02,0.000000000000e+00,4.000000000000e+01
3.400000000000e+01,2.767456016336e+11,0.000000000000e+00,9.751140688298e+08,-1.182669506865e-05,0.000000000000e+00,0.000000000000e+00,1.460000000000e-03,5.542089738626e+04,2.688002413326e+05,0.000000000000e+00,2.636204131357e+02,0.000000000000e+00,4.000000000000e+01
3.500000000000e+01,2.767456016335e+11,0.000000000000e+00,9.820951056291e+08,-2.021262521875e-05,0.000000000000e+00,0.000000000000e+00,4.450000000000e-04,5.542375814961e+04,2.688002413326e+05,0.000000000000e+00,2.637997457985e+02,0.000000000000e+00,4.000000000000e+01
3.600000000000e+01,2.767456016335e+11,0.000000000000e+00,9.834435526377e+08,-4.354310084629e-05,0.000000000000e+00,0.000000000000e+00,4.500000000000e-05,5.542541133333e+04,2.688002413326e+05,0.000000000000e+00,2.639050341695e+02,0.000000000000e+00,4.000000000000e+01
3.700000000000e+01,2.767456016335e+11,0.000000000000e+00,9.838571368373e+08,-2.436147633939e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.542826412347e+04,2.688002413326e+05,0.000000000000e+00,2.640897242178e+02,0.000000000000e+00,4.000000000000e+01
3.800000000000e+01,2.767456016335e+11,0.000000000000e+00,9.862368454551e+08,-2.931087951832e-05,0.000000000000e+00,0.000000000000e+00,1.275000000000e-04,5.543070135136e+04,2.688002413326e+05,0.000000000000e+00,2.642506576114e+02,0.000000000000e+00,4.000000000000e+01
3.900000000000e+01,2.767456016335e+11,0.000000000000e+00,9.874164304774e+08,-3.440679294777e-05,0.000000000000e+00,0.000000000000e+00,4.250000000000e-05,5.543259272683e+04,2.688002413326e+05,0.000000000000e+00,2.643776389836e+02,0.000000000000e+00,4.000000000000e+01
4.000000000000e+01,2.767456016335e+11,0.000000000000e+00,9.880314083392e+08,-4.018620017730e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.543350119572e+04,2.688002413326e+05,0.000000000000e+00,2.644392971106e+02,0.000000000000e+00,4.000000000000e+01
4.100000000000e+01,2.767456016335e+11,0.000000000000e+00,9.886750259592e+08,-4.210876080614e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.543440797597e+04,2.688002413326e+05,0.000000000000e+00,2.645012845497e+02,0.000000000000e+00,4.000000000000e+01
4.200000000000e+01,2.767456016335e+11,0.000000000000e+00,9.899346203831e+08,-4.748995451325e-05,0.000000000000e+00,0.000000000000e+00,3.750000000000e-05,5.543402590202e+04,2.688002413326e+05,0.000000000000e+00,2.644750826031e+02,0.000000000000e+00,4.000000000000e+01
4.300000000000e+01,2.767456016335e+11,0.000000000000e+00,9.919208579382e+08,-4.693658933793e-05,0.000000000000e+00,0.000000000000e+00,8.750000000000e-05,5.543307809507e+04,2.688002413326e+05,0.000000000000e+00,2.644104526224e+02,0.000000000000e+00,4.000000000000e+01
4.400000000000e+01,2.767456016335e+11,0.000000000000e+00,9.932899962832e+08,-6.983489806705e-05,0.000000000000e+00,0.000000000000e+00,2.500000000000e-05,5.543062591638e+04,2.688002413326e+05,0.000000000000e+00,2.642455017290e+02,0.000000000000e+00,4.000000000000e+01
4.500000000000e+01,2.767456016335e+11,0.000000000000e+00,1.002999161838e+09,-7.637406848113e-05,0.000000000000e+00,0.000000000000e+00,5.775000000000e-04,5.542877988022e+04,2.688002413326e+05,0.000000000000e+00,2.641233536587e+02,0.000000000000e+00,4.000000000000e+01
4.600000000000e+01,2.767456016335e+11,0.000000000000e+00,1.007799894224e+09,-1.037312127975e-04,0.000000000000e+00,0.000000000000e+00,2.225000000000e-04,5.542548739160e+04,2.688002413326e+05,0.000000000000e+00,2.639096593419e+02,0.000000000000e+00,4.000000000000e+01
4.700000000000e+01,2.767456016335e+11,0.000000000000e+00,1.011068070748e+09,-1.247248333175e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e-04,5.542110986204e+04,2.688002413326e+05,0.000000000000e+00,2.636332693100e+02,0.000000000000e+00,4.000000000000e+01
4.800000000000e+01,2.767456016335e+11,0.000000000000e+00,1.013396660032e+09,-1.259345877384e-04,0.000000000000e+00,0.000000000000e+00,3.750000000000e-05,5.541530660202e+04,2.688002413326e+05,0.000000000000e+00,2.632793739480e+02,0.000000000000e+00,4.000000000000e+01
4.900000000000e+01,2.767456016335e+11,0.000000000000e+00,1.015211609583e+09,-1.263130955906e-04,0.000000000000e+00,0.000000000000e+00,2.500000000000e-06,5.540964114100e+04,2.688002413326e+05,0.000000000000e+00,2.629464088153e+02,0.000000000000e+00,4.000000000000e+01
5.000000000000e+01,2.767456016335e+11,0.000000000000e+00,1.017635509420e+09,-1.300627902058e-04,0.000000000000e+00,0.000000000000e+00,3.750000000000e-05,5.540573186238e+04,2.688002413326e+05,0.000000000000e+00,2.627232640787e+02,0.000000000000e+00,4.000000000000e+01
5.100000000000e+01,2.767456016335e+11,0.000000000000e+00,1.020631242295e+09,-1.261182960765e-04,0.000000000000e+00,0.000000000000e+00,8.000000000000e-05,5.540171510338e+04,2.688002413326e+05,0.000000000000e+00,2.624992407903e+02,0.000000000000e+00,4.000000000000e+01
5.200000000000e+01,2.767456016335e+11,0.000000000000e+00,1.022622687185e+09,-1.165141271541e-04,0.000000000000e+00,0.000000000000e+00,2.250000000000e-05,5.539744909158e+04,2.688002413326e+05,0.000000000000e+00,2.622668001146e+02,0.000000000000e+00,4.000000000000e+01
5.300000000000e+01,2.767456016335e+11,0.000000000000e+00,1.069992967477e+09,-1.039520312891e-04,0.000000000000e+00,0.000000000000e+00,3.080000000000e-03,5.539530268473e+04,2.688002413326e+05,0.000000000000e+00,2.621518788696e+02,0.000000000000e+00,4.000000000000e+01
5.400000000000e+01,2.767456016335e+11,0.000000000000e+00,1.100805392924e+09,-9.152005931338e-05,0.000000000000e+00,0.000000000000e+00,1.979991455078e-03,5.539361777768e+04,2.688002413326e+05,0.000000000000e+00,2.620625832796e+02,0.000000000000e+00,4.000000000000e+01
5.500000000000e+01,2.767456016335e+11,0.000000000000e+00,1.102345541986e+09,-8.333918914971e-05,0.000000000000e+00,0.000000000000e+00,2.192619323730e-05,5.539225056379e+04,2.688002413326e+05,0.000000000000e+00,2.619906868520e+02,0.000000000000e+00,4.000000000000e+01
5.600000000000e+01,2.767456016335e+11,0.000000000000e+00,1.106583566412e+09,-7.722213776371e-05,0.000000000000e+00,0.000000000000e+00,2.100561428070e-04,5.539027887318e+04,2.688002413326e+05,0.000000000000e+00,2.618879121798e+02,0.000000000000e+00,4.000000000000e+01
5.700000000000e+01,2.767456016335e+11,0.000000000000e+00,1.112231100562e+09,-7.491197652991e-05,0.000000000000e+00,0.000000000000e+00,3.100000000000e-04,5.538612638621e+04,2.688002413326e+05,0.000000000000e+00,2.616748226952e+02,0.000000000000e+00,4.000000000000e+01
5.800000000000e+01,2.767456016335e+11,0.000000000000e+00,1.113171864526e+09,-7.077828537250e-05,0.000000000000e+00,0.000000000000e+00,-3.573420246229e-20,5.538050627056e+04,2.688002413326e+05,0.000000000000e+00,2.613932455995e+02,0.000000000000e+00,4.000000000000e+01
5.900000000000e+01,2.767456016335e+11,0.000000000000e+00,1.126099510103e+09,-7.328312391271e-05,0.000000000000e+00,0.000000000000e+00,8.000000000000e-04,5.537695078154e+04,2.688002413326e+05,0.000000000000e+00,2.612189342504e+02,0.000000000000e+00,4.000000000000e+01
6.000000000000e+01,2.767456016335e+11,0.000000000000e+00,1.169303456448e+09,-8.319469512601e-05,0.000000000000e+00,0.000000000000e+00,2.820000000000e-03,5.537642575139e+04,2.688002413326e+05,0.000000000000e+00,2.611934415423e+02,0.000000000000e+00,4.000000000000e+01
6.100000000000e+01,2.767456016335e+11,0.000000000000e+00,1.191876585638e+09,-9.854028579684e-05,0.000000000000e+00,0.000000000000e+00,1.420000000000e-03,5.537500218886e+04,2.688002413326e+05,0.000000000000e+00,2.611246128896e+02,0.000000000000e+00,4.000000000000e+01
6.200000000000e+01,2.767456016335e+11,0.000000000000e+00,1.194784786814e+09,-9.680096616145e-05,0.000000000000e+00,0.000000000000e+00,1.000000000000e-04,5.537402224907e+04,2.688002413326e+05,0.000000000000e+00,2.610774683586e+02,0.000000000000e+00,4.000000000000e+01
6.300000000000e+01,2.767456016335e+11,0.000000000000e+00,1.196031031072e+09,-8.070346753107e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.537610614458e+04,2.688002413326e+05,0.000000000000e+00,2.611778745609e+02,0.000000000000e+00,4.000000000000e+01
6.400000000000e+01,2.767456016335e+11,0.000000000000e+00,1.197103047015e+09,-6.533618464455e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.538070821004e+04,2.688002413326e+05,0.000000000000e+00,2.614030945078e+02,0.000000000000e+00,4.000000000000e+01
6.500000000000e+01,2.767456016335e+11,0.000000000000e+00,1.198875151531e+09,-8.079927398477e-05,0.000000000000e+00,0.000000000000e+00,3.000000000000e-05,5.538637702157e+04,2.688002413326e+05,0.000000000000e+00,2.616873746147e+02,0.000000000000e+00,4.000000000000e+01
6.600000000000e+01,2.767456016335e+11,0.000000000000e+00,1.202009013659e+09,-9.643419613234e-05,0.000000000000e+00,0.000000000000e+00,1.100000000000e-04,5.538916468577e+04,2.688002413326e+05,0.000000000000e+00,2.618300987496e+02,0.000000000000e+00,4.000000000000e+01
6.700000000000e+01,2.767456016335e+11,0.000000000000e+00,1.203189153487e+09,-7.840070570870e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.538975677843e+04,2.688002413326e+05,0.000000000000e+00,2.618606652475e+02,0.000000000000e+00,4.000000000000e+01
6.800000000000e+01,2.767456016335e+11,0.000000000000e+00,1.212332802246e+09,-5.581976682506e-05,0.000000000000e+00,0.000000000000e+00,5.600000000000e-04,5.538860749896e+04,2.688002413326e+05,0.000000000000e+00,2.618014000267e+02,0.000000000000e+00,4.000000000000e+01
6.900000000000e+01,2.767456016335e+11,0.000000000000e+00,1.212897803276e+09,-4.310218073146e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.538510408692e+04,2.688002413326e+05,0.000000000000e+00,2.616228195160e+02,0.000000000000e+00,4.000000000000e+01
7.000000000000e+01,2.767456016335e+11,0.000000000000e+00,1.213725582610e+09,-6.177505679073e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.538091096333e+04,2.688002413326e+05,0.000000000000e+00,2.614130509524e+02,0.000000000000e+00,4.000000000000e+01
7.100000000000e+01,2.767456016335e+11,0.000000000000e+00,1.220792666790e+09,-7.035939954606e-05,0.000000000000e+00,0.000000000000e+00,4.100000000000e-04,5.537711254758e+04,2.688002413326e+05,0.000000000000e+00,2.612265835152e+02,0.000000000000e+00,4.000000000000e+01
7.200000000000e+01,2.767456016335e+11,0.000000000000e+00,1.221590926183e+09,-4.693982188425e-05,0.000000000000e+00,0.000000000000e+00,1.000000000000e-05,5.537487729766e+04,2.688002413326e+05,0.000000000000e+00,2.611183444046e+02,0.000000000000e+00,4.000000000000e+01
7.300000000000e+01,2.767456016335e+11,0.000000000000e+00,1.224240998134e+09,-3.205172756005e-05,0.000000000000e+00,0.000000000000e+00,1.500000000000e-04,5.537217587794e+04,2.688002413326e+05,0.000000000000e+00,2.609889925656e+02,0.000000000000e+00,4.000000000000e+01
7.400000000000e+01,2.767456016335e+11,0.000000000000e+00,1.224563365117e+09,-2.470681851682e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.537012443754e+04,2.688002413326e+05,0.000000000000e+00,2.608917823140e+02,0.000000000000e+00,4.000000000000e+01
7.500000000000e+01,2.767456016335e+11,0.000000000000e+00,1.225874790773e+09,-9.069433474187e-06,0.000000000000e+00,0.000000000000e+00,8.000000000000e-05,5.536948134703e+04,2.688002413326e+05,0.000000000000e+00,2.608614612426e+02,0.000000000000e+00,4.000000000000e+01
7.600000000000e+01,2.767456016335e+11,0.000000000000e+00,1.227535822554e+09,-1.579799449171e-05,0.000000000000e+00,0.000000000000e+00,1.000000000000e-04,5.536666567737e+04,2.688002413326e+05,0.000000000000e+00,2.607298316961e+02,0.000000000000e+00,4.000000000000e+01
7.700000000000e+01,2.767456016335e+11,0.000000000000e+00,1.227623655563e+09,-1.087338350360e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.536332892053e+04,2.688002413326e+05,0.000000000000e+00,2.605758718190e+02,0.000000000000e+00,4.000000000000e+01
7.800000000000e+01,2.767456016335e+11,0.000000000000e+00,1.227662886379e+09,-1.116114811948e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.535760845791e+04,2.688002413326e+05,0.000000000000e+00,2.603168540760e+02,0.000000000000e+00,4.000000000000e+01
7.900000000000e+01,2.767456016335e+11,0.000000000000e+00,1.227915509548e+09,-2.481034605312e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.535235436368e+04,2.688002413326e+05,0.000000000000e+00,2.600841285794e+02,0.000000000000e+00,4.000000000000e+01
8.000000000000e+01,2.767456016335e+11,0.000000000000e+00,1.305646763685e+09,-4.423667959981e-05,0.000000000000e+00,0.000000000000e+00,5.180000000000e-03,5.535240813936e+04,2.688002413326e+05,0.000000000000e+00,2.600865193967e+02,0.000000000000e+00,4.000000000000e+01
8.100000000000e+01,2.767456016335e+11,0.000000000000e+00,1.308199470091e+09,-4.795677164439e-05,0.000000000000e+00,0.000000000000e+00,1.300000000000e-04,5.534838610919e+04,2.688002413326e+05,0.000000000000e+00,2.599115212626e+02,0.000000000000e+00,4.000000000000e+01
